movie_title,content_rating
Defiance             ,TV-MA
Domino ,R
Jade ,R
Gamer ,R
Beautiful Creatures ,PG-13
Death to Smoochy ,R
Zoolander 2 ,PG-13
The Big Bounce ,PG-13
What Planet Are You From? ,R
Drive Angry ,R
Street Fighter: The Legend of Chun-Li ,PG-13
The One ,PG-13
Outlander             ,TV-MA
The Adventures of Ford Fairlane ,R
Pirate Radio ,R
Traffic ,R
Indiana Jones and the Last Crusade ,PG-13
Anna Karenina ,R
Chappie ,R
The Bone Collector ,R
Panic Room ,R
The Tooth Fairy ,
Three Kings ,R
Child 44 ,R
Rat Race ,PG-13
K-PAX ,PG-13
Kate & Leopold ,PG-13
Bedazzled ,PG-13
The Cotton Club ,R
3:10 to Yuma ,R
Taken 3 ,PG-13
Out of Sight ,R
The Cable Guy ,PG-13
Earth ,Unrated
Dick Tracy ,PG
The Thomas Crown Affair ,R
Riding in Cars with Boys ,PG-13
First Blood ,R
Solaris ,PG
Happily N'Ever After ,PG
Mary Reilly ,R
My Best Friend's Wedding ,PG-13
America's Sweethearts ,PG-13
Insomnia ,R
Star Trek: First Contact ,PG-13
Jonah Hex ,PG-13
Courage Under Fire ,R
Liar Liar ,PG-13
The Infiltrator ,R
Inchon ,PG
The Flintstones ,PG
Taken 2 ,PG-13
Scary Movie 3 ,PG-13
Miss Congeniality ,PG-13
Journey to the Center of the Earth ,PG
The Princess Diaries 2: Royal Engagement ,G
The Pelican Brief ,PG-13
The Client ,PG-13
The Bucket List ,PG-13
Patriot Games ,R
Monster-in-Law ,PG-13
Prisoners ,R
Training Day ,R
Galaxy Quest ,PG
Scary Movie 2 ,R
The Muppets ,PG
Blade ,R
Coach Carter ,PG-13
Changing Lanes ,R
Anaconda ,PG-13
Coyote Ugly ,PG-13
Love Actually ,R
A Bug's Life ,G
From Hell ,R
The Specialist ,R
Tin Cup ,R
"Yours, Mine and Ours ",Unrated
Kicking & Screaming ,PG
The Hitchhiker's Guide to the Galaxy ,PG
Fat Albert ,PG
Resident Evil: Extinction ,R
Blended ,PG-13
Last Holiday ,PG-13
The River Wild ,PG-13
The Indian in the Cupboard ,PG
Savages ,R
Cellular ,PG-13
Johnny English ,PG
The Ant Bully ,PG
Dune ,PG-13
Across the Universe ,PG-13
Revolutionary Road ,R
16 Blocks ,PG-13
Babylon A.D. ,PG-13
The Glimmer Man ,R
Multiplicity ,PG-13
Aliens in the Attic ,PG
The Pledge ,R
The Producers ,PG-13
Dredd ,R
The Phantom ,PG
All the Pretty Horses ,PG-13
Nixon ,R
The Ghost Writer ,PG-13
Deep Rising ,R
Miracle at St. Anna ,R
Curse of the Golden Flower ,R
Bangkok Dangerous ,R
Big Trouble ,PG-13
Love in the Time of Cholera ,R
The Returned             ,TV-MA
Shadow Conspiracy ,R
Johnny English Reborn ,PG
Foodfight! ,PG
Argo ,R
The Fugitive ,PG-13
The Bounty Hunter ,PG-13
Sleepers ,R
Rambo: First Blood Part II ,R
The Juror ,R
Pinocchio ,Approved
Heaven's Gate ,R
Underworld: Evolution ,R
Victor Frankenstein ,PG-13
Finding Forrester ,PG-13
28 Days ,PG-13
Unleashed ,R
The Sweetest Thing ,R
The Firm ,R
Charlie St. Cloud ,PG-13
The Mechanic ,R
21 Jump Street ,R
Notting Hill ,PG-13
Chicken Run ,G
Along Came Polly ,PG-13
Boomerang ,R
The Heat ,R
Cleopatra ,Approved
Here Comes the Boom ,PG
High Crimes ,PG-13
The Mirror Has Two Faces ,PG-13
The Mothman Prophecies ,PG-13
Brüno ,R
Licence to Kill ,PG-13
Red Riding Hood ,PG-13
15 Minutes ,R
Super Mario Bros. ,PG
Lord of War ,R
Hero ,PG-13
One for the Money ,PG-13
The Interview ,R
The Warrior's Way ,R
McHale's Navy             ,TV-G
Micmacs ,R
8 Mile ,R
Animal Kingdom: Let's go Ape ,
A Knight's Tale ,PG-13
The Medallion ,PG-13
The Sixth Sense ,PG-13
Man on a Ledge ,PG-13
The Big Year ,PG
The Karate Kid ,PG
American Hustle ,R
The Proposal ,PG-13
Double Jeopardy ,R
Back to the Future Part II ,PG
Lucy ,R
Fifty Shades of Grey ,R
Spy Kids 3-D: Game Over ,PG
A Time to Kill ,R
Cheaper by the Dozen ,PG
Lone Survivor ,R
A League of Their Own ,PG
The Conjuring 2 ,R
The Social Network ,PG-13
He's Just Not That Into You ,PG-13
Scary Movie 4 ,PG-13
Scream 3 ,R
Back to the Future Part III ,PG
Get Hard ,R
Bram Stoker's Dracula ,R
Julie & Julia ,PG-13
42 ,PG-13
The Talented Mr. Ripley ,R
Dumb and Dumber To ,PG-13
Eight Below ,PG
The Intern ,PG-13
Ride Along 2 ,PG-13
The Last of the Mohicans ,R
Ray ,PG-13
Sin City ,R
Vantage Point ,PG-13
"I Love You, Man ",R
Shallow Hal ,PG-13
JFK ,R
Big Momma's House 2 ,PG-13
The Mexican ,R
Unbroken ,PG-13
17 Again ,PG-13
The Other Woman ,PG-13
The Final Destination ,R
Bridge of Spies ,PG-13
Behind Enemy Lines ,PG-13
Get Him to the Greek ,R
Shall We Dance ,PG-13
Small Soldiers ,PG-13
Spawn ,R
The Count of Monte Cristo ,PG-13
The Lincoln Lawyer ,R
Unknown ,PG-13
The Prestige ,PG-13
Horrible Bosses 2 ,R
Escape from Planet Earth ,PG
Apocalypto ,R
The Living Daylights ,PG
Predators ,R
Legal Eagles ,PG
Secret Window ,PG-13
The Lake House ,PG
The Skeleton Key ,PG-13
The Odd Life of Timothy Green ,PG
Made of Honor ,PG-13
Jersey Boys ,R
The Rainmaker ,PG-13
Gothika ,R
Amistad ,R
Medicine Man ,PG-13
Aliens vs. Predator: Requiem ,R
Ri¢hie Ri¢h ,PG
Autumn in New York ,PG-13
Music and Lyrics ,PG-13
Paul ,R
The Guilt Trip ,PG-13
Scream 4 ,R
8MM ,R
The Doors ,R
Sex Tape ,R
Hanging Up ,PG-13
Final Destination 5 ,R
Mickey Blue Eyes ,PG-13
Pay It Forward ,PG-13
Fever Pitch ,PG-13
Arthur             ,TV-Y
Drillbit Taylor ,PG-13
A Million Ways to Die in the West ,R
The Shadow ,PG-13
Extremely Loud & Incredibly Close ,PG-13
Morning Glory ,PG-13
Get Rich or Die Tryin' ,R
The Art of War ,R
Rent ,PG-13
Bless the Child ,R
The Out-of-Towners ,PG-13
The Island of Dr. Moreau ,PG-13
The Musketeer ,PG-13
The Other Boleyn Girl ,PG-13
Sweet November ,PG-13
The Reaping ,R
Mean Streets ,R
Renaissance Man ,PG-13
Colombiana ,PG-13
The Magic Sword: Quest for Camelot ,G
City by the Sea ,R
At First Sight ,PG-13
Torque ,PG-13
City Hall ,R
Showgirls ,NC-17
Marie Antoinette ,PG-13
Kiss of Death ,R
Get Carter ,R
The Impossible ,PG-13
Ishtar ,PG-13
Fantastic Mr. Fox ,PG
Life or Something Like It ,PG-13
Memoirs of an Invisible Man ,PG-13
Amélie ,R
New York Minute ,PG
Alfie ,R
Big Miracle ,PG
The Deep End of the Ocean ,PG-13
Feardotcom ,R
Cirque du Freak: The Vampire's Assistant ,PG-13
Victor Frankenstein ,PG-13
Duplex ,PG-13
Soul Men ,R
Raise the Titanic ,PG
Universal Soldier: The Return ,R
Pandorum ,R
Impostor ,R
Extreme Ops ,PG-13
Just Visiting ,PG-13
Sunshine ,R
A Thousand Words ,PG-13
Delgo ,PG
The Gunman ,R
Alex Rider: Operation Stormbreaker ,PG
Disturbia ,PG-13
Hackers ,PG-13
The Hunting Party ,R
The Hudsucker Proxy ,PG
The Warlords ,R
Nomad: The Warrior ,R
Snowpiercer ,R
A Monster in Paris ,PG
The Last Shot ,R
The Crow ,R
Baahubali: The Beginning ,
The Time Traveler's Wife ,PG-13
Because I Said So ,PG-13
The Fast and the Furious ,PG-13
Frankenweenie ,PG
Serenity ,PG-13
Against the Ropes ,PG-13
Superman III ,PG
Grudge Match ,PG-13
Red Cliff ,R
Sweet Home Alabama ,PG-13
The Ugly Truth ,R
Sgt. Bilko ,PG
Spy Kids 2: Island of Lost Dreams ,PG
Star Trek: Generations ,PG
The Grandmaster ,PG-13
Water for Elephants ,PG-13
3rd Rock from the Sun             ,TV-PG
Dragon Nest: Warriors' Dawn ,
The Hurricane ,R
Enough ,PG-13
Heartbreakers ,PG-13
Paul Blart: Mall Cop 2 ,PG
Angel Eyes ,R
Joe Somebody ,PG
The Ninth Gate ,R
Extreme Measures ,R
Rock Star ,R
Precious ,R
White Squall ,PG-13
The Thing ,R
Riddick ,R
Switchback ,R
Texas Rangers ,PG-13
City of Ember ,PG
The Master ,R
Virgin Territory ,R
The Express ,PG
The 5th Wave ,PG-13
Creed ,PG-13
The Town ,R
What to Expect When You're Expecting ,PG-13
Burn After Reading ,R
Nim's Island ,PG
Rush ,R
Magnolia ,R
Cop Out ,R
How to Be Single ,R
Dolphin Tale ,PG
Twilight ,PG-13
John Q ,PG-13
Blue Streak ,PG-13
We're the Millers ,R
Obitaemyy ostrov ,
Breakdown ,R
Never Say Never Again ,PG
Hot Tub Time Machine ,R
Dolphin Tale 2 ,PG
Reindeer Games ,R
A Man Apart ,R
Aloha ,PG-13
Ghosts of Mississippi ,PG-13
Snow Falling on Cedars ,PG-13
The Rite ,PG-13
Gattaca ,PG-13
Isn't She Great ,R
Space Chimps ,G
Head of State ,PG-13
The Hangover ,R
Ip Man 3 ,PG-13
Austin Powers: The Spy Who Shagged Me ,PG-13
Batman ,PG-13
There Be Dragons ,PG-13
Lethal Weapon 3 ,R
The Blind Side ,PG-13
Rush Hour             ,TV-14
Spy Kids ,PG
Horrible Bosses ,R
True Grit ,PG-13
The Devil Wears Prada ,PG-13
Star Trek: The Motion Picture ,PG
Identity Thief ,R
Cape Fear ,R
21 ,PG-13
Trainwreck ,R
Guess Who ,PG-13
The English Patient ,R
L.A. Confidential ,R
Sky High ,PG
In & Out ,PG-13
Species ,R
A Nightmare on Elm Street ,X
The Cell ,R
The Man in the Iron Mask ,PG-13
Secretariat ,PG
TMNT ,PG
Radio ,PG
Friends with Benefits ,R
Neighbors 2: Sorority Rising ,R
Saving Mr. Banks ,PG-13
Malcolm X ,PG-13
This Is 40 ,R
Old Dogs ,PG
Underworld: Rise of the Lycans ,R
License to Wed ,PG-13
The Benchwarmers ,PG-13
Must Love Dogs ,PG-13
Donnie Brasco ,R
Resident Evil ,R
Poltergeist ,PG
The Ladykillers ,R
Max Payne ,PG-13
In Time ,PG-13
The Back-up Plan ,PG-13
Something Borrowed ,PG-13
Hit the Floor             ,
Black Knight ,PG-13
The Bad News Bears ,PG
Street Fighter ,PG-13
The Pianist ,R
From Hell ,R
The Nativity Story ,PG
House of Wax ,R
Closer ,R
J. Edgar ,R
Mirrors ,R
Queen of the Damned ,R
Predator 2 ,R
Untraceable ,R
Blast from the Past ,PG-13
Flash Gordon ,PG
Jersey Girl ,PG-13
Alex Cross ,PG-13
Midnight in the Garden of Good and Evil ,R
Heist ,R
Nanny McPhee Returns ,PG
Hoffa ,R
The X Files: I Want to Believe ,PG-13
Ella Enchanted ,PG
Concussion ,PG-13
Abduction ,PG-13
Valiant ,G
Wonder Boys ,R
Superhero Movie ,PG-13
Broken City ,R
Cursed ,PG-13
Premium Rush ,PG-13
Hot Pursuit ,PG-13
The Four Feathers ,PG-13
Parker ,R
Wimbledon ,PG-13
Furry Vengeance ,PG
Bait ,R
Krull ,PG
Lions for Lambs ,R
Flight of the Intruder ,PG-13
Walk Hard: The Dewey Cox Story ,R
The Shipping News ,R
American Outlaws ,PG-13
The Young Victoria ,PG
Whiteout ,R
The Tree of Life ,PG-13
Knock Off ,R
Sabotage ,R
The Order ,R
Punisher: War Zone ,R
Zoom ,PG
The Walk ,PG
Warriors of Virtue ,PG
A Good Year ,PG-13
Luther             ,TV-MA
Radio Flyer ,PG-13
"Blood In, Blood Out ",R
Smilla's Sense of Snow ,R
Femme Fatale ,R
Lion of the Desert ,PG
The Horseman on the Roof ,R
Ride with the Devil ,R
Biutiful ,R
The Lovers ,R
Bandidas ,PG-13
Black Water Transit ,
The Maze Runner ,PG-13
Unfinished Business ,R
The Age of Innocence ,PG
The Fountain ,PG-13
Chill Factor ,R
Stolen ,R
Ponyo ,G
The Longest Ride ,PG-13
The Astronaut's Wife ,R
I Dreamed of Africa ,PG-13
Playing for Keeps ,PG-13
Mandela: Long Walk to Freedom ,PG-13
Reds ,PG
A Few Good Men ,R
Exit Wounds ,R
Big Momma's House ,PG-13
Thunder and the House of Magic ,
The Darkest Hour ,PG-13
Step Up Revolution ,PG-13
Snakes on a Plane ,R
The Watcher ,R
The Punisher ,R
Goal! The Dream Begins ,PG-13
Safe ,R
Pushing Tin ,R
Star Wars: Episode VI - Return of the Jedi ,PG
Doomsday ,R
The Reader ,R
Wanderlust ,R
Elf ,PG
Phenomenon ,PG
Snow Dogs ,PG
Scrooged ,PG-13
Nacho Libre ,PG
Bridesmaids ,R
This Is the End ,R
Stigmata ,R
Men of Honor ,R
Takers ,PG-13
The Big Wedding ,R
"Big Mommas: Like Father, Like Son ",PG-13
Source Code ,PG-13
Alive ,R
The Number 23 ,R
The Young and Prodigious T.S. Spivet ,PG
1941 ,PG
Dreamer: Inspired by a True Story ,PG
A History of Violence ,R
Transporter 2 ,PG-13
The Quick and the Dead ,R
Laws of Attraction ,PG-13
Bringing Out the Dead ,R
Repo Men ,R
Dragon Wars: D-War ,PG-13
Bogus ,PG
The Incredible Burt Wonderstone ,PG-13
Cats Don't Dance ,G
Cradle Will Rock ,R
The Good German ,R
George and the Dragon ,PG
Apocalypse Now ,R
Going the Distance ,R
Mr. Holland's Opus ,PG
Criminal ,R
Out of Africa ,PG
Flight ,R
Moonraker ,PG
The Grand Budapest Hotel ,R
Hearts in Atlantis ,PG-13
Arachnophobia ,PG-13
Frequency ,PG-13
Ghostbusters ,PG-13
Vacation ,R
Get Shorty ,R
Chicago ,PG-13
Big Daddy ,PG-13
American Pie 2 ,R
Toy Story ,G
Speed ,R
The Vow ,PG-13
Extraordinary Measures ,PG
Remember the Titans ,PG
The Hunt for Red October ,PG
Lee Daniels' The Butler ,PG-13
Dodgeball: A True Underdog Story ,PG-13
The Addams Family ,PG-13
Ace Ventura: When Nature Calls ,PG-13
The Princess Diaries ,G
The First Wives Club ,PG
Se7en ,R
District 9 ,R
The SpongeBob SquarePants Movie ,PG
Mystic River ,R
Million Dollar Baby ,PG-13
Analyze This ,R
The Notebook ,PG-13
27 Dresses ,PG-13
Hannah Montana: The Movie ,G
Rugrats in Paris: The Movie ,G
The Prince of Tides ,R
Legends of the Fall ,R
Up in the Air ,R
About Schmidt ,R
Warm Bodies ,PG-13
Looper ,R
Down to Earth ,PG-13
Babe ,G
Hope Springs ,PG-13
Forgetting Sarah Marshall ,R
Friday Night Lights             ,TV-14
Four Brothers ,R
Baby Mama ,PG-13
Hope Floats ,PG-13
Bride Wars ,PG
Without a Paddle ,PG-13
13 Going on 30 ,PG-13
Midnight in Paris ,PG-13
The Nut Job ,PG
Blow ,R
Message in a Bottle ,PG-13
Star Trek V: The Final Frontier ,PG
Like Mike ,PG
Naked Gun 33 1/3: The Final Insult ,PG-13
A View to a Kill ,PG
The Curse of the Were-Rabbit ,G
P.S. I Love You ,PG-13
Racing Stripes ,PG
Atonement ,R
Letters to Juliet ,PG
Black Rain ,R
The Three Stooges ,PG
Corpse Bride ,PG
Glory Road ,PG
Sicario ,R
Southpaw ,R
Drag Me to Hell ,PG-13
The Age of Adaline ,PG-13
Secondhand Lions ,PG
Step Up 3D ,PG-13
Blue Crush ,PG-13
Stranger Than Fiction ,PG-13
30 Days of Night ,R
The Cabin in the Woods ,R
Meet the Spartans ,PG-13
Midnight Run ,R
The Running Man ,R
Little Shop of Horrors ,PG-13
Hanna ,PG-13
The Family             ,TV-PG
Mortal Kombat: Annihilation ,PG-13
Larry Crowne ,PG-13
Carrie ,R
Take the Lead ,PG-13
Entourage             ,TV-MA
Gridiron Gang ,PG-13
What's the Worst That Could Happen? ,PG-13
9 ,PG-13
Side Effects ,R
The Prince and Me ,PG
Winnie the Pooh ,G
Dumb and Dumberer: When Harry Met Lloyd ,PG-13
Bulworth ,R
Get on Up ,PG-13
One True Thing ,R
Virtuosity ,R
My Super Ex-Girlfriend ,PG-13
Deliver Us from Evil ,R
Sanctum ,R
Little Black Book ,PG-13
The Five-Year Engagement ,R
Mr 3000 ,PG-13
The Next Three Days ,PG-13
Ultraviolet ,PG-13
Assault on Precinct 13 ,R
The Replacement Killers ,R
Fled ,R
Eight Legged Freaks ,PG-13
Love & Other Drugs ,R
88 Minutes ,R
North Country ,R
The Whole Ten Yards ,PG-13
Splice ,R
Howard the Duck ,PG
Pride and Glory ,R
The Cave ,PG-13
Alex & Emma ,PG-13
Wicker Park ,PG-13
Fright Night ,R
The New World ,PG-13
Wing Commander ,PG-13
In Dreams ,R
Dragonball: Evolution ,PG
The Last Stand ,R
Godsend ,PG-13
Chasing Liberty ,PG-13
Hoodwinked Too! Hood vs. Evil ,PG
An Unfinished Life ,PG-13
The Imaginarium of Doctor Parnassus ,PG-13
Barney's Version ,R
Trapped             ,
Runner Runner ,R
Antitrust ,PG-13
Glory ,R
Once Upon a Time in America ,R
Dead Man Down ,R
The Merchant of Venice ,R
The Good Thief ,R
Supercross ,PG-13
Miss Potter ,PG
The Promise ,PG-13
DOA: Dead or Alive ,PG-13
The Assassination of Jesse James by the Coward Robert Ford ,R
1911 ,R
Little Nicholas ,
Wild Card ,R
Machine Gun Preacher ,R
Animals United ,PG
The Color of Freedom ,R
United Passions ,Not Rated
Grace of Monaco ,
A Warrior's Tail ,
Ripley's Game ,R
Sausage Party ,R
Pitch Perfect 2 ,PG-13
Walk the Line ,PG-13
12 Monkeys             ,TV-14
Keeping the Faith ,PG-13
The Borrowers ,PG
Frost/Nixon ,R
Confessions of a Dangerous Mind ,R
Serving Sara ,PG-13
The Boss ,R
Cry Freedom ,PG
Mumford ,R
Seed of Chucky ,R
The Jacket ,R
Aladdin ,G
Straight Outta Compton ,R
Indiana Jones and the Temple of Doom ,PG
The Rugrats Movie ,G
Along Came a Spider ,R
Florence Foster Jenkins ,PG-13
Once Upon a Time in Mexico ,R
Die Hard ,R
Role Models ,R
The Big Short ,R
Taking Woodstock ,R
Miracle ,PG
Dawn of the Dead ,R
The Wedding Planner ,PG-13
Harlock: Space Pirate ,Not Rated
The Royal Tenenbaums ,R
Identity ,R
Last Vegas ,PG-13
For Your Eyes Only ,PG
Serendipity ,PG-13
Timecop ,R
Zoolander ,PG-13
Safe Haven ,PG-13
Hocus Pocus ,PG
No Reservations ,PG
Kick-Ass ,R
30 Minutes or Less ,R
Dracula 2000 ,R
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",PG
Pride & Prejudice ,PG
Blade Runner ,R
Rob Roy ,R
3 Days to Kill ,PG-13
We Own the Night ,R
Lost Souls ,R
Winged Migration ,G
Just My Luck ,PG-13
"Mystery, Alaska ",R
The Spy Next Door ,PG
A Simple Wish ,PG
Ghosts of Mars ,R
Our Brand Is Crisis ,R
Pride and Prejudice and Zombies ,PG-13
Kundun ,PG-13
How to Lose Friends & Alienate People ,R
Kick-Ass 2 ,R
Captain Alatriste: The Spanish Musketeer ,
Brick Mansions ,PG-13
Octopussy ,PG
Knocked Up ,R
My Sister's Keeper ,PG-13
"Welcome Home, Roscoe Jenkins ",PG-13
A Passage to India ,PG
Notes on a Scandal ,R
Rendition ,R
Limitless             ,TV-14
Star Trek VI: The Undiscovered Country ,PG
Divine Secrets of the Ya-Ya Sisterhood ,PG-13
The Jungle Book ,PG
Kiss the Girls ,R
The Blues Brothers ,R
The Sisterhood of the Traveling Pants 2 ,PG-13
Joyful Noise ,PG-13
About a Boy ,PG-13
Lake Placid ,R
Lucky Number Slevin ,R
The Right Stuff ,PG
Anonymous ,PG-13
The NeverEnding Story ,PG
Dark City ,R
The Duchess ,PG-13
The Honeymooners             ,
Return to Oz ,PG
The Newton Boys ,PG-13
Case 39 ,R
Suspect Zero ,R
Martian Child ,PG
Spy Kids: All the Time in the World in 4D ,PG
Money Monster ,R
Formula 51 ,R
Flawless ,R
Mindhunters ,R
What Just Happened ,R
The Statement ,R
The Magic Flute ,
Paul Blart: Mall Cop ,PG
Freaky Friday ,PG
The 40-Year-Old Virgin ,R
Shakespeare in Love ,R
A Walk Among the Tombstones ,R
Kindergarten Cop ,PG-13
Pineapple Express ,R
Ever After: A Cinderella Story ,PG-13
Open Range ,R
Flatliners ,R
It's Always Sunny in Philadelphia             ,TV-MA
A Bridge Too Far ,PG
Red Eye ,PG-13
Final Destination 2 ,R
"O Brother, Where Art Thou? ",PG-13
Legion ,R
Pain & Gain ,R
In Good Company ,PG-13
Clockstoppers ,PG
Silverado ,PG-13
Brothers ,R
Agent Cody Banks 2: Destination London ,PG
New Year's Eve ,PG-13
Original Sin ,R
The Raven ,R
Welcome to Mooseport ,PG-13
Highlander: The Final Dimension ,PG-13
Blood and Wine ,R
Snow White: A Tale of Terror ,R
The Curse of the Jade Scorpion ,PG-13
Accidental Love ,PG-13
Flipper ,PG
Self/less ,PG-13
The Constant Gardener ,R
The Passion of the Christ ,R
Mrs. Doubtfire ,PG-13
Rain Man ,R
Gran Torino ,R
W. ,PG-13
Taken ,PG-13
The Best of Me ,PG-13
The Bodyguard ,R
Schindler's List ,R
The Help ,PG-13
The Fifth Estate ,R
Scooby-Doo 2: Monsters Unleashed ,PG
Viy ,
Freddy vs. Jason ,R
The Face of an Angel ,Not Rated
Jimmy Neutron: Boy Genius ,G
Cloverfield ,PG-13
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,PG
The Untouchables ,R
No Country for Old Men ,R
Ride Along ,PG-13
Bridget Jones's Diary ,R
Chocolat ,PG-13
"Legally Blonde 2: Red, White & Blonde ",PG-13
Parental Guidance ,PG
No Strings Attached ,R
Tombstone ,R
Romeo Must Die ,R
The Omen ,R
Final Destination 3 ,R
The Lucky One ,PG-13
Bridge to Terabithia ,PG
Finding Neverland ,PG
A Madea Christmas ,PG-13
The Grey ,R
Hide and Seek ,R
Anchorman: The Legend of Ron Burgundy ,PG-13
Goodfellas ,R
Agent Cody Banks ,PG
Nanny McPhee ,PG
Scarface ,R
Nothing to Lose ,R
The Last Emperor ,PG-13
Contraband ,R
Money Talks ,R
There Will Be Blood ,R
The Wild Thornberrys Movie ,PG
Rugrats Go Wild ,PG
Undercover Brother ,PG-13
The Sisterhood of the Traveling Pants ,PG
Kiss of the Dragon ,R
The House Bunny ,PG-13
Beauty Shop ,PG-13
Million Dollar Arm ,PG
The Giver ,PG-13
What a Girl Wants ,PG
Jeepers Creepers II ,R
Good Luck Chuck ,R
Cradle 2 the Grave ,R
The Hours ,PG-13
She's the Man ,PG-13
Mr. Bean's Holiday ,PG
Anacondas: The Hunt for the Blood Orchid ,PG-13
Blood Ties ,R
August Rush ,PG
Elizabeth ,R
Bride of Chucky ,R
Tora! Tora! Tora! ,G
Spice World ,PG
The Sitter ,R
Dance Flick ,PG-13
The Shawshank Redemption ,R
Crocodile Dundee in Los Angeles ,PG
Kingpin ,PG-13
The Gambler ,R
August: Osage County ,R
Ice Princess ,G
A Lot Like Love ,PG-13
Eddie the Eagle ,PG-13
He Got Game ,R
Don Juan DeMarco ,PG-13
Shaun the Sheep             ,TV-G
Dear John ,PG-13
The Losers ,PG-13
Don't Be Afraid of the Dark ,R
War ,R
Punch-Drunk Love ,R
EuroTrip ,R
Half Past Dead ,PG-13
Unaccompanied Minors ,PG
"Bright Lights, Big City ",R
The Adventures of Pinocchio ,G
The Greatest Game Ever Played ,PG
The Box ,PG-13
The Ruins ,R
The Next Best Thing ,PG-13
My Soul to Take ,R
The Girl Next Door ,R
Maximum Risk ,R
Stealing Harvard ,PG-13
Legend ,R
Hot Rod ,PG-13
Shark Night 3D ,PG-13
Angela's Ashes ,R
Draft Day ,R
Lifeforce ,R
The Powerpuff Girls             ,TV-Y7
The Conspirator ,PG-13
Lords of Dogtown ,PG-13
The 33 ,PG-13
Big Trouble in Little China ,PG-13
A Perfect Plan ,
Warrior ,PG-13
Michael Collins ,R
Gettysburg ,PG
Stop-Loss ,R
Abandon ,PG-13
Brokedown Palace ,PG-13
The Possession ,PG-13
Mrs. Winterbourne ,PG-13
Straw Dogs ,R
The Hoax ,R
Stone Cold ,R
The Road ,R
Sheena ,PG
Underclassman ,PG-13
Say It Isn't So ,R
The World's Fastest Indian ,PG-13
Snakes on a Plane ,R
Tank Girl ,R
King's Ransom ,PG-13
Blindness ,R
BloodRayne ,R
Carnage ,R
Where the Truth Lies ,R
Cirque du Soleil: Worlds Away ,PG
Without Limits ,PG-13
Me and Orson Welles ,PG-13
The Best Offer ,R
Bad Lieutenant: Port of Call New Orleans ,R
A Turtle's Tale: Sammy's Adventures ,PG
Little White Lies ,Not Rated
Love Ranch ,R
The True Story of Puss'N Boots ,G
Space Dogs ,G
The Counselor ,R
Ironclad ,R
Waterloo ,G
Kung Fu Killer ,
Red Sky ,PG-13
Dangerous Liaisons ,R
On the Road ,R
Star Trek IV: The Voyage Home ,PG
Rocky Balboa ,PG
Point Break ,PG-13
Scream 2 ,R
Jane Got a Gun ,R
Think Like a Man Too ,PG-13
The Whole Nine Yards ,R
Footloose ,PG
Old School ,R
The Fisher King ,R
I Still Know What You Did Last Summer ,R
Return to Me ,PG
Zack and Miri Make a Porno ,R
Nurse Betty ,R
The Men Who Stare at Goats ,R
Double Take ,PG-13
"Girl, Interrupted ",R
Win a Date with Tad Hamilton! ,PG-13
Muppets from Space ,G
The Wiz ,G
Ready to Rumble ,PG-13
Play It to the Bone ,R
I Don't Know How She Does It ,PG-13
Piranha 3D ,R
Beyond the Sea ,PG-13
Meet the Deedles ,PG
The Princess and the Cobbler ,G
The Bridge of San Luis Rey ,PG
Faster ,R
Howl's Moving Castle ,PG
Zombieland ,R
King Kong ,PG-13
The Waterboy ,PG-13
Star Wars: Episode V - The Empire Strikes Back ,PG
Bad Boys ,R
The Naked Gun 2½: The Smell of Fear ,PG-13
Final Destination ,R
The Ides of March ,R
Pitch Black ,R
Someone Like You... ,PG-13
Her ,R
Eddie the Eagle ,PG-13
Joy Ride ,R
The Adventurer: The Curse of the Midas Box ,PG
Anywhere But Here ,PG-13
Chasing Liberty ,PG-13
The Crew ,PG-13
Haywire ,R
Jaws: The Revenge ,PG-13
Marvin's Room ,PG-13
The Longshots ,PG
The End of the Affair ,R
Harley Davidson and the Marlboro Man ,R
In the Valley of Elah ,R
Coco Before Chanel ,PG-13
Forsaken ,R
Chéri ,R
Rogue             ,
Vanity Fair ,PG-13
Bodyguards and Assassins ,
1408 ,PG-13
Spaceballs ,PG
The Water Diviner ,R
Ghost ,PG-13
There's Something About Mary ,R
The Santa Clause ,PG
The Rookie ,G
The Game Plan ,PG
The Bridges of Madison County ,PG-13
The Animal ,PG-13
Gandhi ,PG
The Hundred-Foot Journey ,PG
The Net ,PG-13
I Am Sam ,PG-13
Son of God ,PG-13
Underworld ,R
Derailed ,R
The Informant! ,R
Shadowlands ,PG
Deuce Bigalow: European Gigolo ,R
Delivery Man ,PG-13
Victor Frankenstein ,PG-13
Our Kind of Traitor ,R
Saving Silverman ,PG-13
Diary of a Wimpy Kid: Dog Days ,PG
Summer of Sam ,R
Jay and Silent Bob Strike Back ,R
The Island ,PG-13
The Glass House ,PG-13
"Hail, Caesar! ",PG-13
Josie and the Pussycats ,PG-13
Homefront ,R
The Little Vampire ,PG
I Heart Huckabees ,R
RoboCop 3 ,PG-13
Megiddo: The Omega Code 2 ,PG-13
Darling Lili ,G
Dudley Do-Right ,PG
The Transporter Refueled ,PG-13
The Libertine ,R
Black Book ,R
Joyeux Noel ,PG-13
Hit and Run ,R
Mad Money ,PG-13
Before I Go to Sleep ,R
Sorcerer ,PG
Stone ,R
Molière ,PG-13
